name;manufacturer;serving_size;energy_kcal;protein_g;carbohydrate_g;fat_g;sugar_g;sodium_mg;fiber_g;energy_percentage_dv;protein_percentage_dv;carbohydrate_percentage_dv;fat_percentage_dv;sodium_percentage_dv;Lemak jenuh;Natrium;Protein;Karbohidrat total;Energi;Lemak total;Serat pangan;Column1;Column2;Column3;Column4
Keju kcang tanah (peanut butter);Tidak Diketahui;0.10 g;590.0;27.0;20.9;49.0;0.0;355.0;1.6;27.44;45.0;6.43;73.13;23.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Ubi jalar manis; segar;Tidak Diketahui;1.10 g;83.0;1.5;18.8;0.2;0.0;52.0;0.6;3.86;2.5;5.78;0.3;3.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
donat Krispy kreme mini original glazed;Tidak Diketahui;0.30 g;83.3;1.0;10.0;4.3;4.7;0.0;0.3;3.87;1.67;3.08;6.42;0.0;0.0;0.0;0.0;4.0;4.0;7.0;0.0;;;;
Sarimi Gelas Rasa Baso Sapi;PT. Indofood CBP Sukses Makmur Tbk;3 g;50.0;2.0;18.0;6.0;2.0;390.0;3.0;6.51;3.33;5.54;8.96;26.0;15.0;26.0;0.0;0.0;0.0;0.0;10.0;;;;
Dalgona coffe;Tidak Diketahui;9.25 g;306.0;9.25;52.77;7.05;33.86;0.0;0.0;14.23;15.42;16.24;10.52;0.0;0.0;0.0;16.0;17.0;15.0;0.0;0.0;;;;
Lousiana rub (classic wings);Tidak Diketahui;1 g;171.0;15.0;1.0;12.0;0.0;0.0;1.0;7.95;25.0;0.31;17.91;0.0;0.0;0.0;25.0;0.0;8.0;18.0;0.0;;;;
Outback steackhouse Ribeye;Tidak Diketahui;58 g;540.0;58.0;0.0;35.0;0.0;0.0;0.0;25.12;96.67;0.0;52.24;0.0;0.0;0.0;97.0;0.0;26.0;53.0;0.0;;;;
Bonchon Spicy wings;Tidak Diketahui;0 g;800.0;56.0;18.0;54.0;5.0;0.0;0.0;37.21;93.33;5.54;80.6;0.0;0.0;0.0;94.0;0.0;38.0;81.0;0.0;;;;
Talas bogor kukus;Tidak Diketahui;0.80 g;120.0;1.5;28.2;0.3;0.0;11.0;0.7;5.58;2.5;8.68;0.45;0.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Maya Sardines Chili sause;PT. Maya Muncar;0.23 g;180.0;12.08;2.6;2.11;0.0;0.2;0.0;8.37;20.13;0.8;3.15;0.01;0.0;0.0;21.0;0.0;0.0;0.0;0.0;;;;
Cempedak; segar;Tidak Diketahui;1 g;116.0;3.0;28.6;0.4;0.0;25.0;3.4;5.4;5.0;8.8;0.6;1.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Good Day rock caramello 3 in 1 200g;PT. Santos jaya abadi;1 g;40.0;1.0;14.0;4.5;13.0;100.0;1.0;4.65;1.67;4.31;6.72;6.67;23.0;7.0;0.0;0.0;0.0;7.0;0.0;;;;
PRONAS Sarden saus pedas (425 g);PT. GEMA ISTA RAYA;8 g;80.0;8.0;2.0;4.0;0.0;120.0;0.0;3.72;13.33;0.62;5.97;8.0;13.0;0.0;14.0;0.0;0.0;0.0;0.0;;;;
Terung belanda; segar;Tidak Diketahui;1 g;52.0;2.1;8.6;1.1;0.0;0.0;1.4;2.42;3.5;2.65;1.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Chitato;PT. Indofood CBP Sukses Makmur Tbk.;2 g;110.0;2.0;11.0;6.0;0.0;0.0;0.0;5.12;3.33;3.38;8.96;0.0;0.0;0.0;0.0;4.0;6.0;9.0;0.0;;;;
Rambutan;Tidak Diketahui;0.40 g;69.0;0.9;18.1;0.1;0.0;16.0;0.8;3.21;1.5;5.57;0.15;1.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Beras ketan putih tumbuk; mentah;Tidak Diketahui;0.50 g;361.0;7.4;78.4;0.8;0.0;3.0;0.4;16.79;12.33;24.12;1.19;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Sawo Manila;Tidak Diketahui;0.50 g;92.0;0.5;22.4;1.1;0.0;26.0;9.5;4.28;0.83;6.89;1.64;1.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Kerupuk cumi goreng;Tidak Diketahui;3.80 g;444.0;6.9;71.3;14.6;0.0;837.0;5.0;20.65;11.5;21.94;21.79;55.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Gemblong;Tidak Diketahui;1.20 g;274.0;1.7;55.5;5.4;0.0;0.0;2.2;12.74;2.83;17.08;8.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Pop mie rasa baso;Tidak Diketahui;3 g;140.0;8.0;47.0;15.0;5.0;720.0;3.0;16.74;13.33;14.46;22.39;48.0;35.0;48.0;0.0;0.0;0.0;23.0;0.0;;;;
Soto madura; masakan;Tidak Diketahui;0.90 g;60.0;3.5;1.3;4.5;0.0;0.0;0.0;2.79;5.83;0.4;6.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Saos tomat;Tidak Diketahui;3.60 g;110.0;2.0;24.5;0.4;0.0;890.0;0.9;5.12;3.33;7.54;0.6;59.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Sariroti sandwich coklat;PT. Nippon Indosari corporindo Tbk;2 g;150.0;3.0;21.0;6.0;4.0;125.0;2.0;6.98;5.0;6.46;8.96;8.33;0.0;9.0;0.0;0.0;7.0;9.0;0.0;;;;
Bentul (Komba); talas; segar;Tidak Diketahui;1.80 g;98.0;1.6;20.9;0.7;0.0;0.0;0.7;4.56;2.67;6.43;1.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
Sagu manis;Tidak Diketahui;0.60 g;287.0;0.5;62.4;3.9;0.0;34.0;0.0;13.35;0.83;19.2;5.82;2.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Lemonia Biscuit;PT. Serena Indopangan Industri;1 g;45.0;1.0;13.0;5.0;5.0;50.0;1.0;4.65;1.67;4.0;7.46;3.33;10.0;0.0;0.0;0.0;5.0;8.0;0.0;;;;
Koro loke; biji;Tidak Diketahui;0.60 g;33.0;2.7;7.9;0.2;0.0;2.0;3.5;1.53;4.5;2.43;0.3;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Daun pakis; segar;Tidak Diketahui;1.40 g;39.0;4.5;6.9;0.4;0.0;20.0;2.0;1.81;7.5;2.12;0.6;1.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Kangkung tondano;Tidak Diketahui;1.10 g;43.0;1.8;8.4;0.2;0.0;30.0;4.3;2.0;3.0;2.58;0.3;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Mie telur cap 3 ayam;PT. Indofood CBP Sukses Makmur Tbk.;6 g;230.0;8.0;49.0;0.0;2.0;0.0;6.0;10.7;13.33;15.08;0.0;0.0;0.0;0.0;14.0;16.0;0.0;0.0;20.0;;;;
Pala; daging; segar;Tidak Diketahui;0.50 g;42.0;0.3;10.9;0.2;0.0;0.0;0.5;1.95;0.5;3.35;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
Tepung Gaplek;Tidak Diketahui;1.10 g;345.0;2.4;83.1;0.4;0.0;6.0;6.7;16.05;4.0;25.57;0.6;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Tempe kedelai murni mentah;Tidak Diketahui;1.60 g;201.0;20.8;13.5;8.8;0.0;9.0;1.4;9.35;34.67;4.15;13.13;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Flax seeds;Tidak Diketahui;18.29 g;534.0;18.29;28.88;42.16;0.0;0.0;0.0;24.84;30.48;8.89;62.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Starbucks hot caramel macchiato (nonfat milk);Tidak Diketahui;11 g;200.0;11.0;36.0;1.5;0.0;0.0;0.0;9.3;18.33;11.08;2.24;0.0;0.0;0.0;19.0;12.0;10.0;0.0;0.0;;;;
Bango Bumbu Kuliner Nusantara Tongseng Khas Solo;PT. Sekar Laut Tbk;1 g;15.0;0.0;5.0;1.5;4.0;800.0;1.0;1.63;0.0;1.54;2.24;53.33;3.0;54.0;0.0;0.0;0.0;0.0;4.0;;;;
Bobengka;Tidak Diketahui;0.60 g;225.0;5.3;45.2;2.6;0.0;0.0;0.0;10.47;8.83;13.91;3.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Markisa squash; BD;Tidak Diketahui;0.20 g;104.0;1.2;23.7;0.5;0.0;40.0;0.0;4.84;2.0;7.29;0.75;2.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Pizza hut deluxe cheeses;PT. Sarimelati kencana Tbk;1 g;150.0;6.0;17.0;6.0;2.0;0.0;1.0;6.98;10.0;5.23;8.96;0.0;0.0;0.0;10.0;0.0;7.0;9.0;0.0;;;;
Mi ABC cup baso sapi;PT.Wings food;4 g;290.0;7.0;34.0;13.0;3.0;0.0;4.0;13.49;11.67;10.46;19.4;0.0;0.0;0.0;0.0;0.0;14.0;20.0;14.0;;;;
Nasi merah;Tidak Diketahui;0.30 g;149.0;2.8;32.5;0.4;0.0;5.0;0.3;6.93;4.67;10.0;0.6;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Bagea kenari manis;Tidak Diketahui;1.30 g;523.0;3.2;64.2;28.2;0.0;74.0;0.0;24.33;5.33;19.75;42.09;4.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Teh Javana;PT. Tirta Alam Segar;0 g;0.0;0.0;28.0;0.0;28.0;75.0;0.0;5.12;0.0;8.62;0.0;5.0;0.0;5.0;0.0;9.0;6.0;0.0;0.0;;;;
Biokul greek  yogurt;PT. Sukanda djaya;6 g;160.0;6.0;6.0;12.0;2.0;0.0;0.0;7.44;10.0;1.85;17.91;0.0;0.0;0.0;10.0;0.0;8.0;18.0;0.0;;;;
Frisian flag sweet delight;PT. Frisian Flag Indonesia;6 g;150.0;6.0;20.0;6.0;18.0;75.0;0.0;6.98;10.0;6.15;8.96;5.0;0.0;0.0;10.0;0.0;7.0;9.0;0.0;;;;
Ahh Nabati Richeese;Tidak Diketahui;0 g;10.0;0.0;3.0;1.0;1.0;15.0;0.0;0.93;0.0;0.92;1.49;1.0;3.0;1.0;0.0;0.0;0.0;2.0;0.0;;;;
Indomie mi kuah;PT. Indofood CBP Sukses Makmur Tbk.;2 g;300.0;7.0;43.0;11.0;3.0;0.0;2.0;13.95;11.67;13.23;16.42;0.0;0.0;0.0;0.0;14.0;14.0;17.0;0.0;;;;
Saladstop bold bulgogi;Tidak Diketahui;6 g;411.8;17.7;30.6;25.7;13.3;695.4;6.0;19.15;29.5;9.42;38.36;46.36;0.0;47.0;30.0;0.0;0.0;39.0;0.0;;;;
Kue sus;Tidak Diketahui;0.90 g;221.0;7.5;24.8;10.2;0.0;0.0;0.0;10.28;12.5;7.63;15.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Dodol galamai;Tidak Diketahui;1.20 g;348.0;0.4;76.1;3.8;0.0;38.0;0.5;16.19;0.67;23.42;5.67;2.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Ketoprak;Tidak Diketahui;2.60 g;153.0;7.9;13.0;7.7;0.0;0.0;2.9;7.12;13.17;4.0;11.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Kue koa;Tidak Diketahui;1 g;340.0;4.8;79.3;0.4;0.0;0.0;0.0;15.81;8.0;24.4;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Keju mozzarella;Tidak Diketahui;27.50 g;280.0;27.5;3.1;17.1;0.0;0.0;0.0;13.02;45.83;0.95;25.52;0.0;0.0;0.0;46.0;0.0;14.0;26.0;0.0;;;;
Espresso;Tidak Diketahui;0.04 g;3.0;0.04;0.49;0.05;0.0;0.0;0.0;0.14;0.07;0.15;0.07;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;;;;
Permen frozz lime mint;PT. Konimex;0 g;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;;;;
Eskrim magnum white almond;PT. Andrawina Darma Manunggal Mulya;3 g;230.0;3.0;23.0;14.0;13.0;0.0;3.0;10.7;5.0;7.08;20.9;0.0;0.0;0.0;0.0;0.0;11.0;21.0;10.0;;;;
Pop mie mie goreng pedas;PT. Indofood CBP Sukses Makmur Tbk.;6 g;370.0;6.0;49.0;17.0;4.0;0.0;6.0;17.21;10.0;15.08;25.37;0.0;0.0;0.0;0.0;0.0;18.0;26.0;20.0;;;;
Berilla Collezione Lasagne all'uovo;Tidak Diketahui;11 g;370.0;11.0;71.0;4.0;0.0;30.0;0.0;17.21;18.33;21.85;5.97;2.0;0.0;0.0;19.0;22.0;18.0;0.0;0.0;;;;
Roma Sandwich;Tidak Diketahui;2 g;140.0;2.0;17.0;7.0;6.0;80.0;0.0;6.51;3.33;5.23;10.45;5.33;0.0;6.0;0.0;0.0;7.0;11.0;0.0;;;;
Taoge kacang tunggak; segar;Tidak Diketahui;1 g;40.0;5.0;5.8;0.2;0.0;2.0;2.6;1.86;8.33;1.78;0.3;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Kacang negara;Tidak Diketahui;0.90 g;480.0;18.4;58.5;19.1;0.0;1010.0;11.7;22.33;30.67;18.0;28.51;67.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Piattos Sambal Geprek Flavor;PT. URC Indonesia;2 g;45.0;1.0;13.0;5.0;1.0;100.0;2.0;4.65;1.67;4.0;7.46;6.67;10.0;7.0;0.0;0.0;0.0;8.0;0.0;;;;
Japilus;Tidak Diketahui;2.70 g;500.0;1.2;67.3;25.1;0.0;0.0;0.4;23.26;2.0;20.71;37.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Ribeye;Tidak Diketahui;19.80 g;217.0;19.8;0.11;15.21;0.0;0.0;0.0;10.09;33.0;0.03;22.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Ikan Bader; segar;Tidak Diketahui;2 g;193.0;19.0;0.0;13.0;0.0;118.0;0.0;8.98;31.67;0.0;19.4;7.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Nutrijell pudding suus rasa vanila (120 g);PT. Forisa Nusapersada;0 g;40.0;0.0;8.0;0.5;5.0;30.0;0.0;1.86;0.0;2.46;0.75;2.0;0.0;2.0;0.0;3.0;2.0;0.0;0.0;;;;
Mie sedaap kari spesial;PT. Indofood Sukses Makmur;3 g;340.0;8.0;48.0;13.0;2.0;0.0;3.0;15.81;13.33;14.77;19.4;0.0;0.0;0.0;0.0;15.0;16.0;20.0;0.0;;;;
Burger Carl's Jr california classic double cheeseburger;Tidak Diketahui;2 g;600.0;23.0;41.0;39.0;11.0;0.0;2.0;27.91;38.33;12.62;58.21;0.0;0.0;0.0;39.0;0.0;28.0;59.0;0.0;;;;
The coffe bean & tea leaf matcha ice blended drink;Tidak Diketahui;16 g;410.0;16.0;67.0;9.0;59.0;0.0;0.0;19.07;26.67;20.62;13.43;0.0;0.0;0.0;27.0;21.0;20.0;0.0;0.0;;;;
Permen mentos spearmint;PT. Perfetti van melle;0 g;5.0;0.0;1.0;0.0;0.0;0.0;0.0;0.23;0.0;0.31;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;;;;
Teh Kotak Rasa Apel;"PT. Ultrajaya Milk Industry & Trading CO.,Tbk";0 g;100.0;0.0;24.0;0.0;20.0;50.0;0.0;4.65;0.0;7.38;0.0;3.33;0.0;4.0;0.0;8.0;5.0;0.0;0.0;;;;
Santan (dengan air);Tidak Diketahui;0.40 g;122.0;2.0;7.6;10.0;0.0;9.0;1.4;5.67;3.33;2.34;14.93;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Mi basah;Tidak Diketahui;2.10 g;88.0;0.6;14.0;3.3;0.0;63.0;0.1;4.09;1.0;4.31;4.93;4.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Sagu forno;Tidak Diketahui;0.60 g;291.0;0.5;63.4;4.0;0.0;40.0;0.0;13.53;0.83;19.51;5.97;2.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Gado-gado;Tidak Diketahui;1.50 g;137.0;6.1;21.0;3.2;0.0;0.0;1.1;6.37;10.17;6.46;4.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Coklat Hershey's milk chocolate;Tidak Diketahui;0.10 g;22.0;0.3;2.8;1.3;2.6;0.0;0.1;1.02;0.5;0.86;1.94;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;;;;
Mie aceh rebus;Tidak Diketahui;1.10 g;113.0;3.0;18.1;3.2;0.0;191.0;0.0;5.26;5.0;5.57;4.78;12.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Jagung gerontol;Tidak Diketahui;0.80 g;156.0;2.7;33.3;1.3;0.0;0.0;1.0;7.26;4.5;10.25;1.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Puff pastry sheet;Tidak Diketahui;3 g;200.0;3.0;18.0;13.0;1.0;0.0;0.0;9.3;5.0;5.54;19.4;0.0;0.0;0.0;0.0;6.0;10.0;20.0;0.0;;;;
Melinjo emping tebal goreng asin;Tidak Diketahui;1.60 g;431.0;11.1;63.0;16.2;0.0;0.0;0.0;20.05;18.5;19.38;24.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Wortel;segar;Tidak Diketahui;0.60 g;36.0;1.0;7.9;0.6;0.0;70.0;1.0;1.67;1.67;2.43;0.9;4.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Yogurt greek yummy original;PT. Heavenly nutrition indonesia;7 g;140.0;7.0;17.0;4.0;8.0;0.0;0.0;6.51;11.67;5.23;5.97;0.0;0.0;0.0;12.0;0.0;7.0;6.0;0.0;;;;
Sayur sop;Tidak Diketahui;2.70 g;27.0;1.3;1.0;2.0;0.0;0.0;0.3;1.26;2.17;0.31;2.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Pulut;Tidak Diketahui;0.80 g;216.0;2.6;44.4;3.1;0.0;100.0;0.0;10.05;4.33;13.66;4.63;6.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Andaliman; segar;Tidak Diketahui;2.20 g;99.0;4.6;18.0;1.0;0.0;0.0;8.5;4.6;7.67;5.54;1.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Nutrisari jus mangga;PT.Nutrifood indonesia;0 g;60.0;0.0;13.0;1.0;12.0;0.0;0.0;2.79;0.0;4.0;1.49;0.0;0.0;0.0;0.0;4.0;3.0;2.0;0.0;;;;
Ikan Batung; segar;Tidak Diketahui;1.10 g;115.0;14.5;4.2;4.6;0.0;42.0;0.0;5.35;24.17;1.29;6.87;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Bihun; mentah;Tidak Diketahui;0.20 g;348.0;4.7;82.1;0.1;0.0;12.0;1.2;16.19;7.83;25.26;0.15;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Kelapa setengah tua; daging; segar;Tidak Diketahui;1 g;180.0;4.0;10.0;15.0;0.0;4.0;2.4;8.37;6.67;3.08;22.39;0.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
dancow susu bubuk fortigro full cream;Tidak Diketahui;6 g;120.0;6.0;10.0;7.0;0.0;90.0;0.0;5.58;10.0;3.08;10.45;6.0;0.0;6.0;10.0;0.0;0.0;11.0;0.0;;;;
Pork loin;Tidak Diketahui;19.74 g;198.0;19.74;0.0;12.58;0.0;0.0;0.0;9.21;32.9;0.0;18.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Cake tape;Tidak Diketahui;1.40 g;323.0;4.9;50.1;11.5;0.0;0.0;1.4;15.02;8.17;15.42;17.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Supermi rasa Kaldu Ayam;PT. Indofood CBP Sukses Makmur Tbk;3 g;100.0;6.0;45.0;11.0;2.0;920.0;3.0;13.95;10.0;13.85;16.42;61.33;30.0;62.0;0.0;0.0;0.0;17.0;0.0;;;;
Jawawut;mentah;Tidak Diketahui;1.50 g;364.0;9.7;73.4;3.5;0.0;7.0;8.2;16.93;16.17;22.58;5.22;0.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Ikan selar kuning cue; mentah;Tidak Diketahui;0.70 g;138.0;27.0;0.0;3.3;0.0;0.0;0.0;6.42;45.0;0.0;4.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Sate Ayam;Tidak Diketahui;19.54 g;225.0;19.54;4.87;14.82;0.0;355.0;0.0;10.47;32.57;1.5;22.12;23.67;0.0;24.0;33.0;0.0;0.0;23.0;0.0;;;;
Ademsari chingku herbal tea;PT. Sari Enesis Indonesia;0 g;90.0;0.0;21.0;0.0;21.0;0.0;0.0;4.19;0.0;6.46;0.0;0.0;0.0;0.0;0.0;7.0;5.0;0.0;0.0;;;;
Batatas gembili; segar;Tidak Diketahui;0.70 g;76.0;1.1;16.0;0.9;0.0;10.0;4.2;3.53;1.83;4.92;1.34;0.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Daun pakis loggiho; segar;Tidak Diketahui;1.60 g;54.0;2.2;3.1;3.6;0.0;70.0;2.1;2.51;3.67;0.95;5.37;4.67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Supermi rasa steak ayam;Tidak Diketahui;4 g;140.0;7.0;54.0;15.0;6.0;590.0;4.0;17.67;11.67;16.62;22.39;39.33;35.0;40.0;0.0;0.0;0.0;23.0;0.0;;;;
Koro wedus; biji; kering;Tidak Diketahui;3.50 g;338.0;22.2;61.0;1.5;0.0;43.0;5.8;15.72;37.0;18.77;2.24;2.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;
Red Hot Cajun  (classic wings);Tidak Diketahui;1 g;142.0;15.0;1.0;8.0;0.0;0.0;1.0;6.6;25.0;0.31;11.94;0.0;0.0;0.0;25.0;0.0;7.0;12.0;0.0;;;;
Tony roma's the original baby back ribs;Tidak Diketahui;0 g;563.0;30.0;55.0;25.0;50.0;0.0;0.0;26.19;50.0;16.92;37.31;0.0;0.0;0.0;50.0;0.0;27.0;38.0;0.0;;;;
Kerupuk kemplang (ikan) mentah;Tidak Diketahui;5.10 g;325.0;1.8;78.5;0.4;0.0;1123.0;4.5;15.12;3.0;24.15;0.6;74.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Rempeyek kacang uci;Tidak Diketahui;3.40 g;497.0;17.0;50.8;27.6;0.0;0.0;2.4;23.12;28.33;15.63;41.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Ampas kacang hijau;Tidak Diketahui;0.60 g;96.0;3.7;19.1;0.6;0.0;0.0;2.7;4.47;6.17;5.88;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Pronas chicken luncheon;PT. Canning Indonesia;3 g;80.0;4.0;3.0;6.0;0.0;0.0;3.0;3.72;6.67;0.92;8.96;0.0;0.0;0.0;7.0;0.0;0.0;9.0;10.0;;;;
Susu kerbau; segar;Tidak Diketahui;0.80 g;160.0;6.3;7.1;12.0;0.0;82.0;0.0;7.44;10.5;2.18;17.91;5.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Soto sukaraja; masakan;Tidak Diketahui;1.10 g;80.0;3.2;9.0;3.5;0.0;0.0;0.3;3.72;5.33;2.77;5.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Chitato keripik kentang rasa sapi panggang;PT. Indofood CBP Sukses Makmur Tbk;2 g;110.0;2.0;11.0;6.0;0.0;115.0;0.0;5.12;3.33;3.38;8.96;7.67;0.0;8.0;0.0;0.0;6.0;9.0;0.0;;;;
Manan samin;Tidak Diketahui;0.80 g;379.0;3.4;50.6;18.1;0.0;0.0;0.0;17.63;5.67;15.57;27.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Pizza hut meat lover's;PT. Sarimelati kencana Tbk;2 g;470.0;19.0;36.0;28.0;1.0;0.0;2.0;21.86;31.67;11.08;41.79;0.0;0.0;0.0;32.0;0.0;22.0;42.0;0.0;;;;
Bika ambon;Tidak Diketahui;0.60 g;199.0;2.1;44.4;1.5;0.0;0.0;0.3;9.26;3.5;13.66;2.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Keju Lemnos Fetta Cheese;Tidak Diketahui;5.40 g;83.0;5.4;0.4;6.9;0.9;0.0;0.0;3.86;9.0;0.12;10.3;0.0;0.0;0.0;9.0;0.0;4.0;11.0;0.0;;;;
Krupuk Bocah Tua (mentah);PT. . Indosnack Makmur Abadi;1 g;340.0;1.0;84.0;0.0;0.0;1570.0;0.0;15.81;1.67;25.85;0.0;104.67;0.0;105.0;0.0;26.0;16.0;0.0;0.0;;;;
Nissin wafer coklat;PT. Monde Mahkota Biskuit;2 g;50.0;2.0;20.0;6.0;8.0;70.0;0.0;6.51;3.33;6.15;8.96;4.67;15.0;0.0;0.0;0.0;7.0;9.0;0.0;;;;
Richeese Nabati;Tidak Diketahui;0 g;40.0;0.0;6.0;1.5;0.0;30.0;0.0;1.86;0.0;1.85;2.24;2.0;0.0;2.0;0.0;0.0;2.0;3.0;0.0;;;;
KFC extra crispy sayap;PT. Fast food indonesia;10 g;170.0;10.0;5.0;13.0;0.0;0.0;0.0;7.91;16.67;1.54;19.4;0.0;0.0;0.0;17.0;0.0;8.0;20.0;0.0;;;;
Kacang uci;Tidak Diketahui;3.70 g;358.0;23.4;60.6;2.4;0.0;13.0;7.4;16.65;39.0;18.65;3.58;0.87;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Kecimpring singkong goreng;Tidak Diketahui;3.50 g;464.0;1.2;73.0;18.6;0.0;0.0;1.3;21.58;2.0;22.46;27.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
Sariroti Sandwich krim keju;PT. Nippon Indosari corporindo Tbk;1 g;130.0;3.0;17.0;6.0;3.0;260.0;1.0;6.05;5.0;5.23;8.96;17.33;0.0;18.0;0.0;0.0;7.0;9.0;0.0;;;;
Susu My protein impact whey protein;PT. Natural Nusantara;0.50 g;105.0;20.0;3.0;1.8;1.6;0.0;0.5;4.88;33.33;0.92;2.69;0.0;0.0;0.0;34.0;0.0;5.0;3.0;0.0;;;;
Ubi jalar kuning; segar;Tidak Diketahui;1 g;119.0;0.5;25.1;0.4;0.0;3.0;4.2;5.53;0.83;7.72;0.6;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Amparan; tatak;Tidak Diketahui;0.80 g;191.0;1.3;34.0;5.5;0.0;0.0;0.0;8.88;2.17;10.46;8.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;
Kluwek;Tidak Diketahui;1.50 g;310.0;10.0;13.5;24.0;0.0;0.0;0.0;14.42;16.67;4.15;35.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;
keripik Qtela singkong;PT. Arira Pangindo;0 g;100.0;0.0;14.0;5.0;1.0;0.0;0.0;4.65;0.0;4.31;7.46;0.0;0.0;0.0;0.0;5.0;5.0;8.0;0.0;;;;
